Date,close,volatility,supertrend,direction,cluster,assigned_centroid,trend_signal,signal_change
2023-02-14 00:00:00-05:00,302.0552978515625,6.577391112116425,,,,,0,0.0
2023-02-15 00:00:00-05:00,304.3692932128906,6.4188901849138045,,,,,0,0.0
2023-02-16 00:00:00-05:00,298.65802001953125,6.36289831165417,,,,,0,0.0
2023-02-17 00:00:00-05:00,296.5508117675781,6.238645798237273,,,,,0,0.0
2023-02-21 00:00:00-05:00,289.52996826171875,6.330649741068023,,,,,0,0.0
2023-02-22 00:00:00-05:00,289.74658203125,6.071767766034519,,,,,0,0.0
2023-02-23 00:00:00-05:00,292.2772216796875,6.014052566043474,,,,,0,0.0
2023-02-24 00:00:00-05:00,287.38330078125,6.079286338715241,,,,,0,0.0
2023-02-27 00:00:00-05:00,289.4412841796875,5.92825209670799,,,,,0,0.0
2023-02-28 00:00:00-05:00,289.06707763671875,5.646590884694932,,,,,0,0.0
2023-03-01 00:00:00-05:00,286.7432861328125,5.4492212234182436,,,,,0,0.0
2023-03-02 00:00:00-05:00,289.1163635253906,5.501024193724585,,,,,0,0.0
2023-03-03 00:00:00-05:00,295.09344482421875,5.572264632029321,,,,,0,0.0
2023-03-06 00:00:00-05:00,295.42822265625,5.440425696346476,,,,,0,0.0
2023-03-07 00:00:00-05:00,291.8045959472656,5.417287771742742,,,,,0,0.0
2023-03-08 00:00:00-05:00,293.2619934082031,5.225124662132049,,,,,0,0.0
2023-03-09 00:00:00-05:00,288.1809387207031,5.603610826400061,,,,,0,0.0
2023-03-10 00:00:00-05:00,284.1338195800781,5.729582494790049,,,,,0,0.0
2023-03-13 00:00:00-04:00,286.2410583496094,6.070421297070484,,,,,0,0.0
2023-03-14 00:00:00-04:00,292.81878662109375,6.1762946815047455,,,,,0,0.0
2023-03-15 00:00:00-04:00,294.3548889160156,6.152436218048591,,,,,0,0.0
2023-03-16 00:00:00-04:00,302.1143798828125,6.520902295637461,,,,,0,0.0
2023-03-17 00:00:00-04:00,300.6865234375,6.437965793409281,,,,,0,0.0
2023-03-20 00:00:00-04:00,301.75360107421875,6.217255239860304,,,,,0,0.0
2023-03-21 00:00:00-04:00,306.0633850097656,6.071873368009262,,,,,0,0.0
2023-03-22 00:00:00-04:00,301.90155029296875,6.381869089220643,,,,,0,0.0
2023-03-23 00:00:00-04:00,305.4815979003906,6.5356230721949276,,,,,0,0.0
2023-03-24 00:00:00-04:00,306.6058044433594,6.280491288518616,,,,,0,0.0
2023-03-27 00:00:00-04:00,304.5051574707031,6.126813521788773,,,,,0,0.0
2023-03-28 00:00:00-04:00,302.88775634765625,5.907634488027391,,,,,0,0.0
2023-03-29 00:00:00-04:00,308.41058349609375,5.9312860682009,,,,,0,0.0
2023-03-30 00:00:00-04:00,311.329833984375,5.693202016946334,,,,,0,0.0
2023-03-31 00:00:00-04:00,316.5074462890625,5.6732068500672765,,,,,0,0.0
2023-04-03 00:00:00-04:00,315.73822021484375,5.452044815230285,,,,,0,0.0
2023-04-04 00:00:00-04:00,314.6731262207031,5.281605624717716,,,,,0,0.0
2023-04-05 00:00:00-04:00,311.5665283203125,5.246556091378667,,,,,0,0.0
2023-04-06 00:00:00-04:00,313.6671142578125,5.28700235533264,,,,,0,0.0
2023-04-10 00:00:00-04:00,313.4896545410156,5.231681116148266,,,,,0,0.0
2023-04-11 00:00:00-04:00,311.4776916503906,4.962959321137141,,,,,0,0.0
2023-04-12 00:00:00-04:00,308.7262268066406,5.043602521988925,,,,,0,0.0
2023-04-13 00:00:00-04:00,314.771728515625,5.191129056111585,,,,,0,0.0
2023-04-14 00:00:00-04:00,314.179931640625,5.140470380648387,,,,,0,0.0
2023-04-17 00:00:00-04:00,314.4462585449219,4.938069102196944,,,,,0,0.0
2023-04-18 00:00:00-04:00,314.4659423828125,4.81705305095784,,,,,0,0.0
2023-04-19 00:00:00-04:00,314.31805419921875,4.681511803886891,,,,,0,0.0
2023-04-20 00:00:00-04:00,311.9215087890625,4.637433813498846,,,,,0,0.0
2023-04-21 00:00:00-04:00,312.24700927734375,4.499141733965004,,,,,0,0.0
2023-04-24 00:00:00-04:00,311.5960998535156,4.443715407145116,,,,,0,0.0
2023-04-25 00:00:00-04:00,305.71820068359375,4.596993571547563,,,,,0,0.0
2023-04-26 00:00:00-04:00,307.5722961425781,4.625473894215054,,,,,0,0.0
2023-04-27 00:00:00-04:00,315.93548583984375,5.049540632450553,,,,,0,0.0
2023-04-28 00:00:00-04:00,318.114990234375,4.908501840627068,,,,,0,0.0
2023-05-01 00:00:00-04:00,317.7501220703125,4.6681522987608375,,,,,0,0.0
2023-05-02 00:00:00-04:00,314.9788513183594,4.678670050279424,,,,,0,0.0
2023-05-03 00:00:00-04:00,312.9176330566406,4.7325140692820415,,,,,0,0.0
2023-05-04 00:00:00-04:00,311.8130798339844,4.565978538402897,,,,,0,0.0
2023-05-05 00:00:00-04:00,318.4404602050781,4.857919345080852,,,,,0,0.0
2023-05-08 00:00:00-04:00,319.2294616699219,4.640379293200424,,,,,0,0.0
2023-05-09 00:00:00-04:00,317.2076416015625,4.410083115769063,,,,,0,0.0
2023-05-10 00:00:00-04:00,320.6594543457031,4.403998007810625,,,,,0,0.0
2023-05-11 00:00:00-04:00,321.7048645019531,4.222974458655105,,,,,0,0.0
2023-05-12 00:00:00-04:00,320.55096435546875,4.217848998758313,,,,,0,0.0
2023-05-15 00:00:00-04:00,322.2867431640625,4.098834268147391,,,,,0,0.0
2023-05-16 00:00:00-04:00,322.6515808105469,3.9729825437962765,,,,,0,0.0
2023-05-17 00:00:00-04:00,326.5569763183594,4.036247082690221,,,,,0,0.0
2023-05-18 00:00:00-04:00,332.6222839355469,4.260850088398549,,,,,0,0.0
2023-05-19 00:00:00-04:00,331.87274169921875,4.108933986881339,,,,,0,0.0
2023-05-22 00:00:00-04:00,332.9871520996094,3.937694203756293,,,,,0,0.0
2023-05-23 00:00:00-04:00,328.7661437988281,4.001528073579329,,,,,0,0.0
2023-05-24 00:00:00-04:00,327.0797119140625,3.976137982115188,,,,,0,0.0
2023-05-25 00:00:00-04:00,335.0385437011719,4.501630541320502,347.5573230984494,1.0,2.0,4.462214154684902,1,1.0
2023-05-26 00:00:00-04:00,343.59893798828125,4.99133619246887,347.5573230984494,1.0,2.0,4.479851555944367,1,0.0
2023-05-30 00:00:00-04:00,345.1571350097656,5.037577198644579,347.5573230984494,1.0,1.0,5.5389298379841625,1,0.0
2023-05-31 00:00:00-04:00,343.1945495605469,4.937182934706332,347.5573230984494,1.0,2.0,4.4946041810657205,1,0.0
2023-06-01 00:00:00-04:00,347.1591796875,5.104229983897546,347.5573230984494,1.0,1.0,5.526854842037312,1,0.0
2023-06-02 00:00:00-04:00,349.76275634765625,4.97054056511268,335.5143887126808,-1.0,2.0,4.509477193067188,-1,-2.0
2023-06-05 00:00:00-04:00,350.00933837890625,4.833456069256903,337.215783411959,-1.0,2.0,4.519294734769907,-1,0.0
2023-06-06 00:00:00-04:00,349.9501953125,4.635129400758223,337.215783411959,-1.0,2.0,4.52270163671074,-1,0.0
2023-06-07 00:00:00-04:00,344.0130920410156,5.053296931454196,337.215783411959,-1.0,1.0,5.514055979589119,-1,0.0
2023-06-08 00:00:00-04:00,348.283447265625,5.021355202563474,337.215783411959,-1.0,1.0,5.501090169667392,-1,0.0
2023-06-09 00:00:00-04:00,349.6148681640625,4.975839864734056,337.215783411959,-1.0,2.0,4.598826700000023,-1,0.0
2023-06-12 00:00:00-04:00,355.5223388671875,5.078865747759268,337.215783411959,-1.0,1.0,5.330235383342531,-1,0.0
2023-06-13 00:00:00-04:00,358.2541198730469,4.973355421192976,341.13502608769596,-1.0,1.0,5.3151583586695175,-1,0.0
2023-06-14 00:00:00-04:00,360.8577575683594,5.045067523621262,342.4096032046393,-1.0,1.0,5.296309420540412,-1,0.0
2023-06-15 00:00:00-04:00,365.1576843261719,5.308823684452819,346.91567408163996,-1.0,1.0,5.296622277138222,-1,0.0
2023-06-16 00:00:00-04:00,362.85980224609375,5.3075408064198895,349.19773885143377,-1.0,1.0,5.288760015251674,-1,0.0
2023-06-20 00:00:00-04:00,362.34033203125,5.2142806052385415,349.19773885143377,-1.0,1.0,5.240852069789606,-1,0.0
2023-06-21 00:00:00-04:00,357.4024353027344,5.279474261615749,349.19773885143377,-1.0,1.0,5.219292444942637,-1,0.0
2023-06-22 00:00:00-04:00,361.61944580078125,5.354932203359587,349.19773885143377,-1.0,1.0,5.222446857929078,-1,0.0
2023-06-23 00:00:00-04:00,358.0345153808594,5.3477946026608505,349.19773885143377,-1.0,1.0,5.225295670309346,-1,0.0
2023-06-26 00:00:00-04:00,353.2348937988281,5.529005142529569,349.19773885143377,-1.0,1.0,5.220991623817912,-1,0.0
2023-06-27 00:00:00-04:00,359.3084716796875,5.656544827161229,349.19773885143377,-1.0,1.0,5.240070982367989,-1,0.0
2023-06-28 00:00:00-04:00,360.0096435546875,5.547148301425458,349.19773885143377,-1.0,1.0,5.256291260371819,-1,0.0
2023-06-29 00:00:00-04:00,359.2887268066406,5.264015892147841,349.19773885143377,-1.0,1.0,5.256462918855731,-1,0.0
2023-06-30 00:00:00-04:00,364.8289794921875,5.397307519151164,349.19773885143377,-1.0,1.0,5.259524757992589,-1,0.0
2023-07-03 00:00:00-04:00,365.6881408691406,5.051140086468837,349.5870817231974,-1.0,1.0,5.25509104157719,-1,0.0
2023-07-05 00:00:00-04:00,365.6783447265625,4.876863468660239,350.0163671016273,-1.0,1.0,5.238767316164184,-1,0.0
2023-07-06 00:00:00-04:00,362.89337158203125,4.958020983689566,350.0163671016273,-1.0,1.0,5.224993578954753,-1,0.0
2023-07-07 00:00:00-04:00,361.6885070800781,4.903663869831338,350.0163671016273,-1.0,1.0,5.208799096112426,-1,0.0
2023-07-10 00:00:00-04:00,361.8070068359375,4.772772266114382,350.0163671016273,-1.0,2.0,4.397215749720574,-1,0.0
2023-07-11 00:00:00-04:00,363.59454345703125,4.69151253598948,350.0163671016273,-1.0,2.0,4.408115630693495,-1,0.0
2023-07-12 00:00:00-04:00,368.186767578125,4.816880637766267,352.1316457422236,-1.0,1.0,5.1624185408464625,-1,0.0
2023-07-13 00:00:00-04:00,374.43804931640625,5.043276463301318,357.55079449855,-1.0,1.0,5.159987069876154,-1,0.0
2023-07-14 00:00:00-04:00,374.3590393066406,5.001131930437373,360.3205711585847,-1.0,1.0,5.156809967087378,-1,0.0
2023-07-17 00:00:00-04:00,377.8551330566406,4.938523519278718,361.2345966872986,-1.0,1.0,5.143508220944951,-1,0.0
2023-07-18 00:00:00-04:00,380.9461669921875,5.148810769027275,363.3673725053843,-1.0,1.0,5.143612192475977,-1,0.0
2023-07-19 00:00:00-04:00,380.8572692871094,4.997358606040796,365.91878629112955,-1.0,1.0,5.140799623506069,-1,0.0
2023-07-20 00:00:00-04:00,372.07781982421875,5.478276074240636,365.91878629112955,-1.0,1.0,5.147167103708608,-1,0.0
2023-07-21 00:00:00-04:00,370.9618835449219,5.397571370170332,365.91878629112955,-1.0,1.0,5.160018885329575,-1,0.0
2023-07-24 00:00:00-04:00,371.5543518066406,5.17778670643821,365.91878629112955,-1.0,1.0,5.160336167849373,-1,0.0
2023-07-25 00:00:00-04:00,374.0726623535156,5.078739062676338,365.91878629112955,-1.0,1.0,5.153720414978982,-1,0.0
2023-07-26 00:00:00-04:00,372.82830810546875,4.971819295191549,365.91878629112955,-1.0,1.0,5.144270327505176,-1,0.0
2023-07-27 00:00:00-04:00,371.9395446777344,5.402954899303079,365.91878629112955,-1.0,1.0,5.14124693942078,-1,0.0
2023-07-28 00:00:00-04:00,378.7143249511719,5.642842809957888,365.91878629112955,-1.0,0.0,6.042624012990221,-1,0.0
2023-07-31 00:00:00-04:00,378.9117431640625,5.329402743875653,365.91878629112955,-1.0,1.0,5.119103260419354,-1,0.0
2023-08-01 00:00:00-04:00,378.0328063964844,5.091746930498461,365.91878629112955,-1.0,1.0,5.116678210753289,-1,0.0
2023-08-02 00:00:00-04:00,369.7372741699219,5.536560556646403,365.91878629112955,-1.0,1.0,5.124176109787094,-1,0.0
2023-08-03 00:00:00-04:00,369.14471435546875,5.395712075405314,365.91878629112955,-1.0,1.0,5.128939898657589,-1,0.0
2023-08-04 00:00:00-04:00,367.4164123535156,5.504976601860661,365.91878629112955,-1.0,1.0,5.141785588758401,-1,0.0
2023-08-07 00:00:00-04:00,370.5273132324219,5.327781210551931,365.91878629112955,-1.0,1.0,5.144992409823806,-1,0.0
2023-08-08 00:00:00-04:00,367.376953125,5.424086417493852,365.91878629112955,-1.0,1.0,5.149722816733468,-1,0.0
2023-08-09 00:00:00-04:00,363.3377685546875,5.406078483734509,380.66133842317225,1.0,1.0,5.153995411183486,1,2.0
2023-08-10 00:00:00-04:00,364.00927734375,5.58837128215877,380.66133842317225,1.0,0.0,5.977462609393256,1,0.0
2023-08-11 00:00:00-04:00,361.6885070800781,5.414683697178719,377.2670200010717,1.0,1.0,5.158268989642424,1,0.0
2023-08-14 00:00:00-04:00,365.7474060058594,5.443043457514373,377.2670200010717,1.0,1.0,5.162862126221003,1,0.0
2023-08-15 00:00:00-04:00,361.86627197265625,5.354009725065836,377.2670200010717,1.0,1.0,5.129292663392877,1,0.0
2023-08-16 00:00:00-04:00,358.0345153808594,5.311406428184152,376.9069089548046,1.0,0.0,5.50238948865989,1,0.0
2023-08-17 00:00:00-04:00,354.12371826171875,5.387622243468292,373.09761468456395,1.0,0.0,5.450625895562126,1,0.0
2023-08-18 00:00:00-04:00,353.6793212890625,5.313020269524685,368.892991803041,1.0,0.0,5.423460084527426,1,0.0
2023-08-21 00:00:00-04:00,359.3775634765625,5.419685192936553,368.892991803041,1.0,0.0,5.411261352150156,1,0.0
2023-08-22 00:00:00-04:00,358.86407470703125,5.260895258985899,368.892991803041,1.0,0.0,5.382603438725402,1,0.0
2023-08-23 00:00:00-04:00,364.5228271484375,5.41030307873066,368.892991803041,1.0,0.0,5.375867749720267,1,0.0
2023-08-24 00:00:00-04:00,356.73089599609375,6.0276932427287475,368.892991803041,1.0,0.0,5.396291268280925,1,0.0
2023-08-25 00:00:00-04:00,359.4961242675781,6.132026177659917,368.892991803041,1.0,0.0,5.413290802341666,1,0.0
2023-08-28 00:00:00-04:00,362.20208740234375,5.88323744937443,368.892991803041,1.0,0.0,5.428331597958084,1,0.0
2023-08-29 00:00:00-04:00,370.1125183105469,6.173852587095535,349.6562820818547,-1.0,0.0,5.472361190439241,-1,-2.0
2023-08-30 00:00:00-04:00,372.176513671875,5.91100846594144,354.4973614582078,-1.0,0.0,5.496380251130901,-1,0.0
2023-08-31 00:00:00-04:00,373.2925109863281,5.602358474315727,357.09599484551666,-1.0,0.0,5.499244527433194,-1,0.0
2023-09-01 00:00:00-04:00,372.8974304199219,5.511219481057586,357.25299186304363,-1.0,0.0,5.499559657791731,-1,0.0
2023-09-05 00:00:00-04:00,373.3714904785156,5.303773800223853,357.25299186304363,-1.0,0.0,5.4945395075976835,-1,0.0
2023-09-06 00:00:00-04:00,370.0828857421875,5.303719501211154,357.25299186304363,-1.0,0.0,5.48304977811608,-1,0.0
2023-09-07 00:00:00-04:00,367.4361572265625,5.325404311198717,357.25299186304363,-1.0,0.0,5.479296314618048,-1,0.0
2023-09-08 00:00:00-04:00,367.94970703125,5.11382490615361,357.25299186304363,-1.0,1.0,4.909172588988607,-1,0.0
2023-09-11 00:00:00-04:00,372.28515625,5.087340015498043,357.25299186304363,-1.0,1.0,4.961431745633687,-1,0.0
2023-09-12 00:00:00-04:00,368.1571044921875,5.020051631728772,357.25299186304363,-1.0,1.0,4.970340688471631,-1,0.0
2023-09-13 00:00:00-04:00,369.5594482421875,4.909124283312247,357.25299186304363,-1.0,1.0,4.944834596033523,-1,0.0
2023-09-14 00:00:00-04:00,372.5814208984375,4.850766025739254,357.25299186304363,-1.0,1.0,4.928291442452471,-1,0.0
2023-09-15 00:00:00-04:00,366.20166015625,5.097486065781399,357.25299186304363,-1.0,1.0,4.923999925103123,-1,0.0
2023-09-18 00:00:00-04:00,366.58349609375,4.86070298532947,357.25299186304363,-1.0,1.0,4.944266846894625,-1,0.0
2023-09-19 00:00:00-04:00,365.8021545410156,4.7583659348294685,357.25299186304363,-1.0,1.0,4.947220003352723,-1,0.0
2023-09-20 00:00:00-04:00,360.5307922363281,4.9599963050364195,357.25299186304363,-1.0,1.0,4.945230129410186,-1,0.0
2023-09-21 00:00:00-04:00,353.9242858886719,5.141458655230592,370.5408942367616,1.0,1.0,4.950406947512487,1,2.0
2023-09-22 00:00:00-04:00,353.9736633300781,5.043681732373132,370.5408942367616,1.0,1.0,4.958752046037205,1,0.0
2023-09-25 00:00:00-04:00,355.6549987792969,4.91216924902269,368.7715798223491,1.0,1.0,4.9639409171203885,1,0.0
2023-09-26 00:00:00-04:00,350.3144226074219,5.0539101505223325,366.3798676524925,1.0,1.0,4.971083052259062,1,0.0
2023-09-27 00:00:00-04:00,351.1352233886719,5.104340707467333,365.19672139535527,1.0,1.0,4.973979957807068,1,0.0
2023-09-28 00:00:00-04:00,354.0726013183594,5.279287288751998,365.19672139535527,1.0,0.0,5.48084409279694,1,0.0
2023-09-29 00:00:00-04:00,354.32977294921875,5.337839101401154,365.19672139535527,1.0,0.0,5.47751839532262,1,0.0
2023-10-02 00:00:00-04:00,357.2868347167969,5.2748180415293735,365.19672139535527,1.0,0.0,5.472911569100046,1,0.0
2023-10-03 00:00:00-04:00,351.0166015625,5.536557328819805,365.19672139535527,1.0,0.0,5.4743259193160405,1,0.0
2023-10-04 00:00:00-04:00,355.7934265136719,5.545636804045695,365.19672139535527,1.0,0.0,5.475876155940599,1,0.0
2023-10-05 00:00:00-04:00,354.74517822265625,5.486561140910447,365.19672139535527,1.0,0.0,5.476103496046339,1,0.0
2023-10-06 00:00:00-04:00,360.68902587890625,6.031740950073413,365.19672139535527,1.0,0.0,5.487679276338571,1,0.0
2023-10-09 00:00:00-04:00,362.5285339355469,6.054603729563906,365.19672139535527,1.0,0.0,5.499249163139087,1,0.0
2023-10-10 00:00:00-04:00,364.5362243652344,5.932763739683594,365.19672139535527,1.0,0.0,5.5079194546699775,1,0.0
2023-10-11 00:00:00-04:00,367.1373291015625,5.657946135174121,349.2003645887523,-1.0,0.0,5.510861154287706,-1,-2.0
2023-10-12 00:00:00-04:00,365.86151123046875,5.709287818364796,349.7617795262209,-1.0,0.0,5.594048504956948,-1,0.0
2023-10-13 00:00:00-04:00,361.26263427734375,5.860332277317343,349.7617795262209,-1.0,0.0,5.62970285237697,-1,0.0
2023-10-16 00:00:00-04:00,365.3472595214844,5.788585520210075,349.7617795262209,-1.0,0.0,5.890176123593316,-1,0.0
2023-10-17 00:00:00-04:00,364.1505126953125,5.828843125183721,349.7617795262209,-1.0,0.0,5.886087257032677,-1,0.0
2023-10-18 00:00:00-04:00,359.3736572265625,5.857160235154162,349.7617795262209,-1.0,0.0,5.8842793181652695,-1,0.0
2023-10-19 00:00:00-04:00,356.0110778808594,5.949898185851808,349.7617795262209,-1.0,0.0,5.888139251558595,-1,0.0
2023-10-20 00:00:00-04:00,350.7001037597656,5.915673810921249,349.7617795262209,-1.0,0.0,5.889668949300965,-1,0.0
2023-10-23 00:00:00-04:00,351.75830078125,6.1291553833447505,349.7617795262209,-1.0,0.0,5.949116418654306,-1,0.0
2023-10-24 00:00:00-04:00,355.1802673339844,5.935578529962143,349.7617795262209,-1.0,0.0,5.94832007226065,-1,0.0
2023-10-25 00:00:00-04:00,346.4869689941406,6.269701268777052,367.327779831422,1.0,0.0,5.966174583178227,1,2.0
2023-10-26 00:00:00-04:00,339.88043212890625,6.43294384941972,360.42152334395286,1.0,0.0,6.006377696014611,1,0.0
2023-10-27 00:00:00-04:00,341.51226806640625,6.301950633135136,360.42152334395286,1.0,0.0,6.021934166389375,1,0.0
2023-10-30 00:00:00-04:00,345.3595886230469,6.189013561291186,360.42152334395286,1.0,0.0,6.030288136134466,1,0.0
2023-10-31 00:00:00-04:00,347.0111389160156,6.028020629914907,360.42152334395286,1.0,0.0,6.03018015964782,1,0.0
2023-11-01 00:00:00-04:00,353.03411865234375,6.08389037464073,360.42152334395286,1.0,0.0,6.032621533056588,1,0.0
2023-11-02 00:00:00-04:00,359.44287109375,6.140111662293165,360.42152334395286,1.0,0.0,6.037295016936439,1,0.0
2023-11-03 00:00:00-04:00,363.6659240722656,6.0779648169904235,344.6192909837355,-1.0,0.0,6.03898959193869,-1,-2.0
2023-11-06 00:00:00-05:00,365.1494445800781,5.754011445511239,346.21119605239693,-1.0,0.0,6.027590466081592,-1,0.0
2023-11-07 00:00:00-05:00,368.6010437011719,5.626628069493574,350.95469354414115,-1.0,1.0,5.425519229671024,-1,0.0
2023-11-08 00:00:00-05:00,368.83843994140625,5.377480251449854,351.83030248671514,-1.0,1.0,5.427073439560579,-1,0.0
2023-11-09 00:00:00-05:00,365.9999694824219,5.356978329493978,351.83030248671514,-1.0,1.0,5.4302445000995885,-1,0.0
2023-11-10 00:00:00-05:00,374.2284851074219,5.658966485557887,354.4707142647096,-1.0,1.0,5.438677660631637,-1,0.0
2023-11-13 00:00:00-05:00,373.06146240234375,5.404605636042635,356.2970699449307,-1.0,1.0,5.43978151469126,-1,0.0
2023-11-14 00:00:00-05:00,381.0921325683594,5.759191570120082,362.43705353261544,-1.0,0.0,6.017267431621534,-1,0.0
2023-11-15 00:00:00-05:00,381.37896728515625,5.530413099930621,365.4241306793752,-1.0,1.0,5.441904125360157,-1,0.0
2023-11-16 00:00:00-05:00,381.7052917480469,5.237479770075209,365.4241306793752,-1.0,1.0,5.432379919517292,-1,0.0
2023-11-17 00:00:00-05:00,381.79437255859375,4.988674251404053,366.4942724924257,-1.0,2.0,4.981352904220613,-1,0.0
2023-11-20 00:00:00-05:00,386.44268798828125,5.020902840869049,369.50703259288434,-1.0,2.0,4.982588839740876,-1,0.0
2023-11-21 00:00:00-05:00,384.1976013183594,4.918373488112815,369.50703259288434,-1.0,2.0,4.980642919994571,-1,0.0
2023-11-22 00:00:00-05:00,385.7701721191406,4.881483829191814,371.8277340459394,-1.0,2.0,4.975501821289206,-1,0.0
2023-11-24 00:00:00-05:00,385.2261657714844,4.5664107904738644,371.8277340459394,-1.0,2.0,4.966094164374468,-1,0.0
2023-11-27 00:00:00-05:00,384.88995361328125,4.393612826109254,371.8277340459394,-1.0,2.0,4.948990886872035,-1,0.0
2023-11-28 00:00:00-05:00,385.898681640625,4.224250168244398,371.8277340459394,-1.0,2.0,4.920609339335999,-1,0.0
2023-11-29 00:00:00-05:00,385.52288818359375,4.264680406434015,372.7768132972758,-1.0,2.0,4.904731468720987,-1,0.0
2023-11-30 00:00:00-05:00,384.55364990234375,4.306008399028539,372.7768132972758,-1.0,2.0,4.892684464440958,-1,0.0
2023-12-01 00:00:00-05:00,385.6514892578125,4.317491627688881,372.7768132972758,-1.0,2.0,4.859208147592515,-1,0.0
2023-12-04 00:00:00-05:00,382.0712890625,4.605737606278678,372.7768132972758,-1.0,2.0,4.781884495111566,-1,0.0
2023-12-05 00:00:00-05:00,383.03057861328125,4.569446532774859,372.7768132972758,-1.0,2.0,4.763897603542294,-1,0.0
2023-12-06 00:00:00-05:00,380.8152160644531,4.6732643351434815,372.7768132972758,-1.0,2.0,4.725940518999289,-1,0.0
2023-12-07 00:00:00-05:00,386.1360778808594,4.821099896458302,372.7768132972758,-1.0,2.0,4.755575327893525,-1,0.0
2023-12-08 00:00:00-05:00,387.8569030761719,4.748435139441281,372.7768132972758,-1.0,2.0,4.719255123819269,-1,0.0
2023-12-11 00:00:00-05:00,391.1700439453125,4.694907425839523,375.1757928797561,-1.0,2.0,4.718240636403444,-1,0.0
2023-12-12 00:00:00-05:00,394.2854309082031,4.658600031496735,378.09062453834133,-1.0,2.0,4.715855012207176,-1,0.0
2023-12-13 00:00:00-05:00,399.29962158203125,4.755476731253657,383.0310213243222,-1.0,2.0,4.7173789244781945,-1,0.0
2023-12-14 00:00:00-05:00,398.95355224609375,4.869373436029425,384.6478703862235,-1.0,2.0,4.745476460529585,-1,0.0
2023-12-15 00:00:00-05:00,400.882080078125,4.693970326762005,386.46207302321767,-1.0,2.0,4.712717648297517,-1,0.0
2023-12-18 00:00:00-05:00,403.4070739746094,4.567251991670459,388.5066008547754,-1.0,2.0,4.707522446275121,-1,0.0
2023-12-19 00:00:00-05:00,405.4682922363281,4.3285398628847025,390.5475529299901,-1.0,2.0,4.6944540813306235,-1,0.0
2023-12-20 00:00:00-05:00,399.4431457519531,4.645856472925047,390.5475529299901,-1.0,2.0,4.692834161050437,-1,0.0
2023-12-21 00:00:00-05:00,404.09088134765625,4.682713092783653,390.5475529299901,-1.0,2.0,4.692507674977315,-1,0.0
2023-12-22 00:00:00-05:00,404.69537353515625,4.560291943808733,390.5475529299901,-1.0,2.0,4.688375933378298,-1,0.0
2023-12-26 00:00:00-05:00,407.17279052734375,4.419390184639038,392.6776990807462,-1.0,2.0,4.65827308323054,-1,0.0
2023-12-27 00:00:00-05:00,408.0017395019531,4.146999632622354,393.54817341499984,-1.0,2.0,4.631122289076293,-1,0.0
2023-12-28 00:00:00-05:00,407.8033752441406,3.9286174877918385,394.63448333873276,-1.0,2.0,4.597852004649047,-1,0.0
